计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
2149          296.7         0.0515        0.1413        0.0330        4.4           0.0810
2150          296.7         0.0513        0.1413        0.0280        3.3           0.0650
2151          296.7         0.0511        0.1413        0.0238        3.3           0.0480
2152          296.7         0.0509        0.1413        0.0194        2.5           0.0280
2153          296.7         0.0508        0.1413        0.0154        1.9           0.0140
2154          296.7         0.0507        0.1414        0.0115        0.9           0.0140
2155          296.7         0.0507        0.1413        0.0095        0.0           0.0050
2156          296.7         0.0504        0.1413        0.0035        0.0           0.0260
2157          296.7         0.0505        0.1413        -0.0005       -0.8          0.0470
2158          296.7         0.0505        0.1413        -0.0041       -1.9          0.0620
2159          296.8         0.0506        0.1413        -0.0092       -2.7          0.0620
2160          296.7         0.0507        0.1412        -0.0132       -2.7          0.0800
2161          296.7         0.0508        0.1412        -0.0174       -3.7          0.0980
2162          296.7         0.0509        0.1413        -0.0217       -4.3          0.1130
2163          296.7         0.0511        0.1413        -0.0259       -5.4          0.1340
2164          296.7         0.0513        0.1413        -0.0298       -6.1          0.1460
2165          296.7         0.0515        0.1413        -0.0342       -7.2          0.1660
2166          296.7         0.0518        0.1413        -0.0383       -8.0          0.1660
2167          296.7         0.0521        0.1413        -0.0421       -8.7          0.1790
2168          296.7         0.0523        0.1413        -0.0462       -8.7          0.1900
2169          296.7         0.0527        0.1413        -0.0502       -9.6          0.2180
2170          296.7         0.0530        0.1412        -0.0536       -10.6         0.2180
2171          296.7         0.0533        0.1412        -0.0568       -11.6         0.2330
2172          296.7         0.0537        0.1412        -0.0620       -11.6         0.2540
2173          296.7         0.0542        0.1412        -0.0657       -12.5         0.2670
2174          296.7         0.0547        0.1413        -0.0687       -13.2         0.2860
2175          296.7         0.0551        0.1413        -0.0736       -14.2         0.3010
2176          296.7         0.0556        0.1412        -0.0771       -15.1         0.3010
2177          296.7         0.0560        0.1413        -0.0802       -15.9         0.3200
2178          296.7         0.0566        0.1412        -0.0849       -15.9         0.3410
2179          296.7         0.0571        0.1412        -0.0884       -16.9         0.3620
2180          296.7         0.0576        0.1413        -0.0924       -17.9         0.3740
2181          296.7         0.0581        0.1412        -0.0959       -18.7         0.3950
2182          296.7         0.0587        0.1413        -0.0994       -19.5         0.3950
2183          296.7         0.0592        0.1413        -0.1031       -20.3         0.4060
2184          296.7         0.0598        0.1413        -0.1067       -21.2         0.4210
2185          296.7         0.0603        0.1413        -0.1100       -21.2         0.4390
2186          296.7         0.0609        0.1413        -0.1135       -22.1         0.4560
2187          296.7         0.0614        0.1413        -0.1170       -22.7         0.4710
2188          296.7         0.0620        0.1413        -0.1202       -23.8         0.4920
2189          296.7         0.0625        0.1413        -0.1235       -24.5         0.5040
2190          296.7         0.0630        0.1413        -0.1266       -25.4         0.5240
2191          296.7         0.0636        0.1413        -0.1294       -26.2         0.5240
2192          296.7         0.0641        0.1413        -0.1320       -27.1         0.5360
2193          296.7         0.0645        0.1413        -0.1347       -28.0         0.5480
2194          296.7         0.0650        0.1413        -0.1369       -28.0         0.5690
2195          296.7         0.0653        0.1413        -0.1388       -28.8         0.5840
2196          296.7         0.0657        0.1413        -0.1408       -29.3         0.6010
2197          296.7         0.0660        0.1413        -0.1424       -30.6         0.6010
2198          296.7         0.0664        0.1414        -0.1438       -31.6         0.6230
2199          296.7         0.0667        0.1413        -0.1455       -31.6         0.6440
2200          296.7         0.0669        0.1414        -0.1467       -32.2         0.6600
2201          296.7         0.0672        0.1414        -0.1480       -33.2         0.6770
2202          296.7         0.0675        0.1414        -0.1492       -34.1         0.6880
2203          296.7         0.0677        0.1414        -0.1502       -35.0         0.7100
2204          296.7         0.0680        0.1414        -0.1514       -35.9         0.7100
2205          296.7         0.0682        0.1414        -0.1525       -36.6         0.7210
2206          296.7         0.0684        0.1414        -0.1534       -37.5         0.7360
2207          296.7         0.0687        0.1414        -0.1543       -37.5         0.7530
2208          296.7         0.0688        0.1414        -0.1554       -38.2         0.7740
2209          296.7         0.0691        0.1413        -0.1562       -38.8         0.7860
2210          296.7         0.0693        0.1413        -0.1571       -39.8         0.8070
2211          296.7         0.0695        0.1414        -0.1581       -40.6         0.8190
2212          296.7         0.0697        0.1413        -0.1588       -41.6         0.8400
2213          296.7         0.0699        0.1413        -0.1597       -42.4         0.8400
2214          296.7         0.0701        0.1413        -0.1606       -43.2         0.8520
2215          296.7         0.0702        0.1413        -0.1614       -44.1         0.8640
2216          296.7         0.0705        0.1413        -0.1621       -44.1         0.8840
2217          296.7         0.0707        0.1413        -0.1631       -44.8         0.9000
2218          296.7         0.0708        0.1413        -0.1637       -45.4         0.9160
2219          296.7         0.0710        0.1413        -0.1645       -46.7         0.9160
2220          296.7         0.0712        0.1413        -0.1651       -47.7         0.9380
2221          296.7         0.0714        0.1413        -0.1661       -47.7         0.9590
2222          296.7         0.0715        0.1413        -0.1667       -48.5         0.9770
2223          296.7         0.0717        0.1413        -0.1675       -49.3         0.9920
2224          296.7         0.0719        0.1413        -0.1682       -50.4         0.9920
2225          296.7         0.0721        0.1413        -0.1689       -51.4         1.0090
2226          296.7         0.0723        0.1413        -0.1698       -51.4         1.0240
2227          296.7         0.0724        0.1413        -0.1706       -52.2         1.0450
2228          296.7         0.0726        0.1413        -0.1711       -52.8         1.0600
2229          296.7         0.0728        0.1413        -0.1719       -53.8         1.0780
2230          296.7         0.0730        0.1413        -0.1727       -54.6         1.0890
2231          296.7         0.0732        0.1414        -0.1732       -55.4         1.1110
2232          296.7         0.0734        0.1413        -0.1739       -56.2         1.1110
2233          296.7         0.0735        0.1414        -0.1747       -57.0         1.1220
2234          296.8         0.0736        0.1413        -0.1752       -58.0         1.1370
2235          296.7         0.0738        0.1413        -0.1759       -58.0         1.1550
2236          296.7         0.0740        0.1413        -0.1768       -58.8         1.1730
2237          296.7         0.0742        0.1414        -0.1773       -59.5         1.1870
2238          296.7         0.0743        0.1414        -0.1779       -60.4         1.2080
2239          296.7         0.0745        0.1413        -0.1788       -61.2         1.2200
2240          296.7         0.0747        0.1413        -0.1794       -62.2         1.2200
2241          296.7         0.0749        0.1413        -0.1800       -62.2         1.2410
2242          296.7         0.0750        0.1413        -0.1805       -63.2         1.2620
2243          296.8         0.0751        0.1413        -0.1813       -64.1         1.2740
2244          296.7         0.0753        0.1413        -0.1818       -65.3         1.2740
2245          296.8         0.0755        0.1413        -0.1824       -65.9         1.2960
2246          296.7         0.0757        0.1413        -0.1831       -66.9         1.3070
2247          296.7         0.0759        0.1413        -0.1837       -66.9         1.3290
2248          296.7         0.0760        0.1413        -0.1843       -67.7         1.3440
2249          296.7         0.0761        0.1413        -0.1848       -68.3         1.3610
2250          296.7         0.0763        0.1413        -0.1854       -69.3         1.3770
2251          296.8         0.0764        0.1413        -0.1858       -70.3         1.3770
2252          296.7         0.0766        0.1413        -0.1864       -71.2         1.3940
2253          296.7         0.0767        0.1413        -0.1871       -71.2         1.4150
2254          296.7         0.0769        0.1413        -0.1875       -72.0         1.4360
2255          296.7         0.0770        0.1413        -0.1880       -73.2         1.4530
2256          296.7         0.0771        0.1413        -0.1887       -74.0         1.4530
2257          296.7         0.0773        0.1414        -0.1893       -74.0         1.4690
2258          296.8         0.0775        0.1414        -0.1900       -75.1         1.4900
2259          296.7         0.0776        0.1414        -0.1904       -75.7         1.5040
2260          296.8         0.0778        0.1414        -0.1910       -76.7         1.5220
2261          296.8         0.0779        0.1414        -0.1916       -77.5         1.5350
2262          296.8         0.0781        0.1414        -0.1921       -78.3         1.5560
2263          296.8         0.0782        0.1414        -0.1926       -79.1         1.5560
2264          296.8         0.0783        0.1413        -0.1933       -79.9         1.5670
2265          296.8         0.0785        0.1414        -0.1937       -80.9         1.5820
2266          296.8         0.0786        0.1414        -0.1943       -80.9         1.6000
2267          296.8         0.0788        0.1414        -0.1951       -81.7         1.6180
2268          296.8         0.0789        0.1414        -0.1954       -82.3         1.6320
2269          296.8         0.0791        0.1414        -0.1960       -83.3         1.6520
2270          296.8         0.0792        0.1414        -0.1967       -84.1         1.6640
2271          296.8         0.0794        0.1414        -0.1971       -85.1         1.6850
2272          296.7         0.0795        0.1414        -0.1977       -85.9         1.6850
2273          296.8         0.0797        0.1414        -0.1984       -86.7         1.6970
2274          296.8         0.0799        0.1414        -0.1989       -87.5         1.7080
2275          296.8         0.0800        0.1414        -0.1994       -87.5         1.7300
2276          296.8         0.0801        0.1414        -0.1999       -88.3         1.7500
2277          296.8         0.0803        0.1414        -0.2007       -89.3         1.7620
2278          296.8         0.0804        0.1413        -0.2010       -90.2         1.7840
2279          296.7         0.0806        0.1414        -0.2017       -91.1         1.7840
2280          296.8         0.0807        0.1414        -0.2024       -91.7         1.7950
2281          296.8         0.0809        0.1414        -0.2029       -92.8         1.8130
2282          296.8         0.0811        0.1414        -0.2035       -92.8         1.8270
2283          296.8         0.0812        0.1414        -0.2041       -93.5         1.8480
2284          296.8         0.0814        0.1414        -0.2045       -94.1         1.8630
2285          296.8         0.0815        0.1414        -0.2051       -95.1         1.8800
2286          296.8         0.0817        0.1414        -0.2058       -95.9         1.8920
2287          296.8         0.0818        0.1413        -0.2062       -96.9         1.9130
2288          296.8         0.0820        0.1414        -0.2069       -97.7         1.9130
2289          296.8         0.0822        0.1414        -0.2075       -98.3         1.9240
2290          296.8         0.0823        0.1414        -0.2079       -99.3         1.9400
2291          296.8         0.0824        0.1413        -0.2085       -99.3         1.9570
2292          296.8         0.0826        0.1413        -0.2092       -100.1        1.9760
2293          296.7         0.0827        0.1414        -0.2097       -100.7        1.9900
2294          296.8         0.0829        0.1414        -0.2103       -101.7        2.0100
2295          296.8         0.0831        0.1413        -0.2111       -102.5        2.0220
2296          296.8         0.0832        0.1413        -0.2114       -103.3        2.0430
2297          296.8         0.0834        0.1413        -0.2121       -104.3        2.0430
2298          296.8         0.0836        0.1414        -0.2127       -104.9        2.0550
2299          296.8         0.0837        0.1413        -0.2132       -104.9        2.0670
2300          296.7         0.0838        0.1413        -0.2136       -105.9        2.0930
2301          296.8         0.0840        0.1413        -0.2145       -106.9        2.1090
2302          296.8         0.0842        0.1413        -0.2151       -107.7        2.1200
2303          296.8         0.0843        0.1413        -0.2154       -108.6        2.1420
2304          296.8         0.0845        0.1413        -0.2161       -109.4        2.1420
2305          296.8         0.0847        0.1413        -0.2168       -110.1        2.1540
2306          296.8         0.0848        0.1413        -0.2172       -111.0        2.1710
2307          296.7         0.0850        0.1413        -0.2179       -111.0        2.1850
2308          296.8         0.0852        0.1413        -0.2186       -111.9        2.2060
2309          296.8         0.0853        0.1413        -0.2190       -112.5        2.2210
2310          296.8         0.0854        0.1413        -0.2196       -113.5        2.2390
2311          296.8         0.0856        0.1413        -0.2202       -114.3        2.2500
2312          296.8         0.0858        0.1413        -0.2207       -115.2        2.2720
2313          296.8         0.0860        0.1413        -0.2213       -116.0        2.2720
2314          296.8         0.0861        0.1413        -0.2221       -116.7        2.2820
2315          296.8         0.0863        0.1413        -0.2225       -117.7        2.2980
2316          296.8         0.0864        0.1413        -0.2231       -117.7        2.3150
2317          296.8         0.0867        0.1413        -0.2238       -118.5        2.3340
2318          296.8         0.0869        0.1413        -0.2243       -119.1        2.3480
2319          296.8         0.0870        0.1413        -0.2248       -120.1        2.3680
2320          296.8         0.0872        0.1413        -0.2256       -120.9        2.3810
2321          296.8         0.0874        0.1413        -0.2261       -121.8        2.3810
2322          296.8         0.0876        0.1414        -0.2267       -121.8        2.4020
2323          296.8         0.0877        0.1414        -0.2274       -123.0        2.4180
2324          296.8         0.0879        0.1414        -0.2279       -123.5        2.4350
2325          296.8         0.0881        0.1414        -0.2284       -124.7        2.4560
2326          296.8         0.0882        0.1414        -0.2291       -125.6        2.4560
2327          296.8         0.0884        0.1413        -0.2298       -126.2        2.4690
2328          296.8         0.0886        0.1414        -0.2301       -127.2        2.4880
2329          296.8         0.0887        0.1413        -0.2309       -127.2        2.5020
2330          296.8         0.0889        0.1414        -0.2315       -128.0        2.5210
2331          296.8         0.0891        0.1414        -0.2319       -128.6        2.5370
2332          296.8         0.0892        0.1414        -0.2325       -129.6        2.5540
2333          296.8         0.0894        0.1413        -0.2332       -130.6        2.5650
2334          296.8         0.0896        0.1413        -0.2336       -131.4        2.5870
2335          296.8         0.0898        0.1413        -0.2343       -132.3        2.5870
2336          296.8         0.0899        0.1413        -0.2349       -132.8        2.5970
2337          296.8         0.0901        0.1414        -0.2354       -133.8        2.6150
2338          296.8         0.0902        0.1413        -0.2360       -133.8        2.6300
2339          296.8         0.0904        0.1413        -0.2367       -134.6        2.6510
2340          296.8         0.0905        0.1413        -0.2372       -135.2        2.6650
2341          296.8         0.0907        0.1413        -0.2377       -136.2        2.6830
2342          296.8         0.0909        0.1413        -0.2385       -137.0        2.6950
2343          296.8         0.0910        0.1413        -0.2389       -137.8        2.7160
2344          296.8         0.0912        0.1413        -0.2394       -138.6        2.7160
2345          296.8         0.0915        0.1414        -0.2402       -139.4        2.7270
2346          296.8         0.0915        0.1413        -0.2406       -140.4        2.7410
2347          296.8         0.0918        0.1413        -0.2413       -140.4        2.7600
2348          296.8         0.0919        0.1413        -0.2419       -141.2        2.7780
2349          296.8         0.0921        0.1413        -0.2424       -141.8        2.7920
2350          296.8         0.0922        0.1413        -0.2431       -142.8        2.8120
2351          296.8         0.0924        0.1414        -0.2434       -143.6        2.8120
2352          296.8         0.0927        0.1414        -0.2443       -144.4        2.8290
2353          296.8         0.0927        0.1413        -0.2446       -145.5        2.8450
2354          296.8         0.0929        0.1413        -0.2454       -145.5        2.8600
2355          296.8         0.0931        0.1413        -0.2461       -146.2        2.8800
2356          296.8         0.0933        0.1413        -0.2464       -146.8        2.8950
2357          296.8         0.0934        0.1413        -0.2471       -147.8        2.9120
2358          296.8         0.0936        0.1414        -0.2479       -148.8        2.9230
2359          296.8         0.0938        0.1413        -0.2481       -149.6        2.9440
2360          296.8         0.0940        0.1413        -0.2488       -150.4        2.9440
2361          296.8         0.0942        0.1414        -0.2496       -151.0        2.9550
2362          296.8         0.0943        0.1414        -0.2499       -152.0        2.9740
2363          296.8         0.0945        0.1413        -0.2506       -152.0        2.9880
2364          296.8         0.0946        0.1414        -0.2513       -152.8        3.0090
2365          296.8         0.0948        0.1413        -0.2517       -153.4        3.0240
2366          296.8         0.0951        0.1413        -0.2523       -154.4        3.0410
2367          296.8         0.0952        0.1414        -0.2530       -155.2        3.0530
2368          296.8         0.0954        0.1414        -0.2534       -156.0        3.0740
2369          296.8         0.0955        0.1414        -0.2540       -156.8        3.0740
2370          296.8         0.0957        0.1414        -0.2547       -157.6        3.0850
2371          296.8         0.0959        0.1414        -0.2551       -158.6        3.1010
2372          296.8         0.0961        0.1414        -0.2557       -158.6        3.1180
2373          296.8         0.0963        0.1414        -0.2563       -159.2        3.1370
2374          296.8         0.0963        0.1413        -0.2567       -159.9        3.1510
2375          296.8         0.0965        0.1413        -0.2573       -160.9        3.1710
2376          296.8         0.0967        0.1414        -0.2578       -161.8        3.1710
2377          296.8         0.0969        0.1413        -0.2585       -162.8        3.1870
2378          296.8         0.0970        0.1413        -0.2591       -162.8        3.2050
2379          296.8         0.0972        0.1413        -0.2594       -163.6        3.2250
2380          296.8         0.0973        0.1413        -0.2601       -164.7        3.2470
2381          296.8         0.0976        0.1414        -0.2608       -165.5        3.2470
2382          296.8         0.0977        0.1414        -0.2612       -165.5        3.2600
2383          296.8         0.0978        0.1414        -0.2611       -166.0        3.2490
2384          296.8         0.0977        0.1414        -0.2609       -165.4        3.2320
2385          296.8         0.0976        0.1414        -0.2605       -164.9        3.2320
2386          296.8         0.0975        0.1413        -0.2601       -164.2        3.2150
2387          296.8         0.0973        0.1414        -0.2595       -163.4        3.1980
2388          296.8         0.0972        0.1414        -0.2591       -163.4        3.1830
2389          296.8         0.0969        0.1413        -0.2586       -162.8        3.1620
2390          296.8         0.0969        0.1413        -0.2580       -162.2        3.1470
2391          296.8         0.0967        0.1413        -0.2576       -161.5        3.1300
2392          296.8         0.0966        0.1414        -0.2571       -160.7        3.1180
2393          296.8         0.0964        0.1413        -0.2565       -159.9        3.0960
2394          296.8         0.0963        0.1414        -0.2561       -159.1        3.0960
2395          296.8         0.0961        0.1414        -0.2556       -158.4        3.0850
2396          296.8         0.0959        0.1414        -0.2550       -157.6        3.0700
2397          296.8         0.0958        0.1413        -0.2545       -157.6        3.0530
2398          296.8         0.0956        0.1414        -0.2540       -157.0        3.0340
2399          296.8         0.0955        0.1414        -0.2534       -156.3        3.0200
2400          296.8         0.0953        0.1414        -0.2530       -155.4        3.0010
2401          296.8         0.0952        0.1414        -0.2525       -154.6        3.0010
2402          296.8         0.0950        0.1414        -0.2518       -153.6        2.9840
2403          296.8         0.0948        0.1413        -0.2514       -153.6        2.9660
2404          296.8         0.0947        0.1413        -0.2507       -152.8        2.9460
2405          296.8         0.0945        0.1414        -0.2502       -151.8        2.9340
2406          296.8         0.0943        0.1413        -0.2496       -151.0        2.9120
2407          296.8         0.0942        0.1414        -0.2491       -150.2        2.9120
2408          296.8         0.0940        0.1414        -0.2487       -149.7        2.8990
2409          296.8         0.0939        0.1414        -0.2480       -149.7        2.8800
2410          296.8         0.0937        0.1414        -0.2475       -148.8        2.8590
2411          296.8         0.0935        0.1414        -0.2468       -147.5        2.8400
2412          296.8         0.0934        0.1414        -0.2463       -146.8        2.8400
2413          296.8         0.0932        0.1414        -0.2458       -146.8        2.8250
2414          296.8         0.0930        0.1414        -0.2454       -146.0        2.8050
2415          296.8         0.0929        0.1414        -0.2445       -144.7        2.7820
2416          296.8         0.0927        0.1414        -0.2440       -143.8        2.7820
2417          296.8         0.0925        0.1414        -0.2436       -143.3        2.7710
2418          296.8         0.0923        0.1414        -0.2429       -142.3        2.7550
2419          296.8         0.0922        0.1414        -0.2425       -142.3        2.7380
2420          296.8         0.0920        0.1413        -0.2418       -141.7        2.7170
2421          296.8         0.0918        0.1414        -0.2412       -140.9        2.7050
2422          296.8         0.0917        0.1414        -0.2407       -140.1        2.6850
2423          296.8         0.0915        0.1414        -0.2401       -139.3        2.6730
2424          296.8         0.0913        0.1414        -0.2395       -138.5        2.6520
2425          296.8         0.0912        0.1414        -0.2391       -137.6        2.6520
2426          296.8         0.0910        0.1414        -0.2385       -137.6        2.6410
2427          296.8         0.0910        0.1414        -0.2378       -136.7        2.6190
2428          296.8         0.0907        0.1414        -0.2373       -135.7        2.5990
2429          296.8         0.0905        0.1414        -0.2368       -134.9        2.5990
2430          296.8         0.0904        0.1414        -0.2360       -133.8        2.5830
2431          296.8         0.0902        0.1414        -0.2356       -133.8        2.5650
2432          296.8         0.0900        0.1414        -0.2350       -133.0        2.5440
2433          296.8         0.0899        0.1414        -0.2344       -132.2        2.5320
2434          296.8         0.0897        0.1414        -0.2338       -131.2        2.5100
2435          296.8         0.0895        0.1414        -0.2332       -130.4        2.5100
2436          296.8         0.0894        0.1414        -0.2327       -129.7        2.4980
2437          296.8         0.0892        0.1414        -0.2320       -129.7        2.4800
2438          296.8         0.0890        0.1414        -0.2315       -128.8        2.4580
2439          296.8         0.0889        0.1413        -0.2308       -127.5        2.4390
2440          296.8         0.0887        0.1413        -0.2304       -126.8        2.4390
2441          296.8         0.0885        0.1413        -0.2297       -126.8        2.4240
2442          296.8         0.0884        0.1414        -0.2292       -126.0        2.4040
2443          296.8         0.0882        0.1414        -0.2286       -125.2        2.3870
2444          296.8         0.0880        0.1413        -0.2280       -123.9        2.3870
2445          296.8         0.0879        0.1413        -0.2275       -123.3        2.3700
2446          296.8         0.0877        0.1414        -0.2268       -122.2        2.3540
2447          296.8         0.0875        0.1414        -0.2263       -122.2        2.3370
2448          296.8         0.0874        0.1413        -0.2257       -121.5        2.3170
2449          296.8         0.0872        0.1414        -0.2250       -120.9        2.3030
2450          296.8         0.0870        0.1414        -0.2246       -119.9        2.2840
2451          296.8         0.0869        0.1414        -0.2240       -118.9        2.2840
2452          296.8         0.0868        0.1414        -0.2233       -117.8        2.2670
2453          296.8         0.0864        0.1414        -0.2229       -117.8        2.2500
2454          296.8         0.0863        0.1414        -0.2223       -117.2        2.2300
2455          296.8         0.0861        0.1413        -0.2216       -116.2        2.2180
2456          296.8         0.0859        0.1413        -0.2210       -115.2        2.1960
2457          296.8         0.0858        0.1414        -0.2204       -114.4        2.1960
2458          296.8         0.0856        0.1413        -0.2199       -113.8        2.1810
2459          296.8         0.0855        0.1414        -0.2193       -112.8        2.1640
2460          296.8         0.0853        0.1414        -0.2187       -112.8        2.1490
2461          296.8         0.0853        0.1414        -0.2181       -112.2        2.1310
2462          296.8         0.0850        0.1413        -0.2175       -111.4        2.1140
2463          296.8         0.0848        0.1413        -0.2170       -110.6        2.0990
2464          296.8         0.0847        0.1413        -0.2164       -109.6        2.0880
2465          296.8         0.0845        0.1414        -0.2158       -108.8        2.0660
2466          296.8         0.0843        0.1414        -0.2153       -107.8        2.0660
2467          296.8         0.0842        0.1414        -0.2148       -107.3        2.0550
2468          296.8         0.0840        0.1414        -0.2141       -106.2        2.0350
2469          296.8         0.0839        0.1414        -0.2135       -106.2        2.0220
2470          296.8         0.0838        0.1414        -0.2130       -105.6        2.0010
2471          296.8         0.0835        0.1414        -0.2123       -104.9        1.9860
2472          296.8         0.0834        0.1414        -0.2116       -104.0        1.9690
2473          296.8         0.0832        0.1414        -0.2112       -103.0        1.9570
2474          296.8         0.0831        0.1413        -0.2105       -102.2        1.9350
2475          296.8         0.0829        0.1414        -0.2101       -101.4        1.9350
2476          296.8         0.0828        0.1414        -0.2095       -101.4        1.9240
2477          296.8         0.0827        0.1414        -0.2088       -100.6        1.9020
2478          296.8         0.0824        0.1414        -0.2083       -99.6         1.8830
2479          296.8         0.0823        0.1413        -0.2078       -98.6         1.8830
2480          296.8         0.0822        0.1414        -0.2071       -97.5         1.8660
2481          296.8         0.0820        0.1414        -0.2066       -97.5         1.8490
2482          296.8         0.0818        0.1414        -0.2061       -96.9         1.8290
2483          296.8         0.0818        0.1414        -0.2055       -95.7         1.8170
2484          296.8         0.0816        0.1414        -0.2049       -94.8         1.7950
2485          296.8         0.0814        0.1414        -0.2043       -94.1         1.7950
2486          296.8         0.0812        0.1414        -0.2038       -93.5         1.7810
2487          296.8         0.0810        0.1414        -0.2031       -93.5         1.7630
2488          296.8         0.0809        0.1414        -0.2026       -92.3         1.7420
2489          296.8         0.0808        0.1414        -0.2019       -91.2         1.7220
2490          296.8         0.0806        0.1414        -0.2014       -90.4         1.7220
2491          296.8         0.0804        0.1414        -0.2009       -90.4         1.7080
2492          296.8         0.0803        0.1413        -0.2003       -89.6         1.6860
2493          296.8         0.0801        0.1414        -0.1997       -88.8         1.6710
2494          296.8         0.0800        0.1414        -0.1991       -87.8         1.6540
2495          296.8         0.0798        0.1413        -0.1986       -87.0         1.6430
2496          296.8         0.0797        0.1414        -0.1980       -86.1         1.6220
2497          296.8         0.0796        0.1414        -0.1975       -85.4         1.6220
2498          296.8         0.0794        0.1414        -0.1970       -84.6         1.6110
2499          296.8         0.0793        0.1414        -0.1963       -83.5         1.5940
2500          296.8         0.0791        0.1414        -0.1959       -83.5         1.5780
2501          296.8         0.0790        0.1414        -0.1953       -82.8         1.5570
2502          296.8         0.0788        0.1414        -0.1946       -81.7         1.5350
2503          296.8         0.0786        0.1414        -0.1942       -80.9         1.5350
2504          296.8         0.0785        0.1414        -0.1937       -80.9         1.5240
2505          296.8         0.0784        0.1414        -0.1929       -79.9         1.5010
2506          296.8         0.0782        0.1414        -0.1925       -79.0         1.4820
2507          296.8         0.0781        0.1414        -0.1919       -78.2         1.4820
2508          296.8         0.0779        0.1414        -0.1912       -77.0         1.4650
2509          296.8         0.0778        0.1414        -0.1909       -77.0         1.4480
2510          296.8         0.0776        0.1414        -0.1902       -76.2         1.4280
2511          296.8         0.0775        0.1414        -0.1895       -75.1         1.4050
2512          296.8         0.0773        0.1414        -0.1891       -74.3         1.4050
2513          296.8         0.0772        0.1413        -0.1885       -74.3         1.3940
2514          296.8         0.0770        0.1413        -0.1879       -73.3         1.3720
2515          296.8         0.0769        0.1413        -0.1875       -72.4         1.3540
2516          296.8         0.0767        0.1413        -0.1869       -71.4         1.3540
2517          296.8         0.0766        0.1414        -0.1862       -70.4         1.3380
2518          296.8         0.0764        0.1413        -0.1857       -70.4         1.3180
2519          296.8         0.0763        0.1413        -0.1852       -69.6         1.2970
2520          296.8         0.0762        0.1414        -0.1847       -68.6         1.2850
2521          296.8         0.0760        0.1413        -0.1840       -67.7         1.2630
2522          296.8         0.0758        0.1413        -0.1834       -66.7         1.2630
2523          296.8         0.0757        0.1413        -0.1828       -66.1         1.2520
2524          296.8         0.0755        0.1413        -0.1822       -65.1         1.2360
2525          296.8         0.0753        0.1413        -0.1817       -65.1         1.2200
2526          296.8         0.0752        0.1413        -0.1811       -64.5         1.1990
2527          296.8         0.0751        0.1413        -0.1803       -63.3         1.1990
2528          296.8         0.0748        0.1413        -0.1797       -62.2         1.1770
2529          296.8         0.0747        0.1413        -0.1790       -62.2         1.1610
2530          296.8         0.0746        0.1413        -0.1785       -61.4         1.1440
2531          296.8         0.0744        0.1413        -0.1777       -60.7         1.1230
2532          296.8         0.0742        0.1413        -0.1769       -59.9         1.1110
2533          296.8         0.0740        0.1413        -0.1764       -59.0         1.0980
2534          296.8         0.0738        0.1413        -0.1757       -58.0         1.0780
2535          296.8         0.0737        0.1413        -0.1750       -57.2         1.0780
2536          296.8         0.0735        0.1413        -0.1743       -56.6         1.0630
2537          296.8         0.0733        0.1413        -0.1737       -55.6         1.0470
2538          296.8         0.0732        0.1413        -0.1728       -55.6         1.0310
2539          296.8         0.0730        0.1413        -0.1723       -54.8         1.0140
2540          296.8         0.0728        0.1413        -0.1715       -54.1         0.9970
2541          296.8         0.0727        0.1413        -0.1708       -53.2         0.9810
2542          296.8         0.0725        0.1413        -0.1702       -52.4         0.9710
2543          296.8         0.0723        0.1413        -0.1693       -51.4         0.9490
2544          296.8         0.0721        0.1413        -0.1686       -50.6         0.9490
2545          296.8         0.0719        0.1413        -0.1680       -49.9         0.9350
2546          296.8         0.0718        0.1413        -0.1672       -49.0         0.9180
2547          296.8         0.0715        0.1413        -0.1665       -49.0         0.9050
2548          296.8         0.0714        0.1413        -0.1658       -48.3         0.8850
2549          296.8         0.0712        0.1413        -0.1650       -47.5         0.8690
2550          296.8         0.0710        0.1413        -0.1644       -46.7         0.8520
2551          296.8         0.0708        0.1413        -0.1636       -45.6         0.8520
2552          296.8         0.0707        0.1413        -0.1627       -45.6         0.8330
2553          296.8         0.0704        0.1413        -0.1618       -44.5         0.8090
2554          296.8         0.0703        0.1413        -0.1610       -43.7         0.7970
2555          296.8         0.0700        0.1412        -0.1602       -42.9         0.7830
2556          296.8         0.0698        0.1413        -0.1594       -41.9         0.7640
2557          296.8         0.0696        0.1412        -0.1585       -41.1         0.7640
2558          296.8         0.0694        0.1413        -0.1577       -40.4         0.7480
2559          296.8         0.0692        0.1413        -0.1568       -39.5         0.7320
2560          296.8         0.0691        0.1413        -0.1558       -39.5         0.7170
2561          296.8         0.0689        0.1413        -0.1550       -38.7         0.6990
2562          296.8         0.0687        0.1413        -0.1540       -37.9         0.6790
2563          296.8         0.0684        0.1413        -0.1529       -37.0         0.6660
2564          296.8         0.0682        0.1413        -0.1520       -36.1         0.6560
2565          296.8         0.0680        0.1413        -0.1510       -35.3         0.6340
2566          296.8         0.0678        0.1413        -0.1498       -34.5         0.6340
2567          296.8         0.0675        0.1413        -0.1488       -33.8         0.6200
2568          296.8         0.0672        0.1413        -0.1476       -32.9         0.6020
2569          296.8         0.0670        0.1413        -0.1463       -32.9         0.5890
2570          296.8         0.0667        0.1413        -0.1451       -32.1         0.5690
2571          296.8         0.0665        0.1413        -0.1436       -31.4         0.5520
